# Network Log File - Created on 2025-05-21
# [Timestamp] [Protocol] [Source] -> [Destination] [Flags] [Payloads] [Details]
[2025-05-21T17:02:48.573268] [UNKNOWN] [N/A:None] -> [N/A:None] [N/A] [None] [{}]
[2025-05-21T17:02:48.659084] [UNKNOWN] [N/A:None] -> [N/A:None] [N/A] [None] [{}]
[2025-05-21T17:02:48.744085] [UNKNOWN] [N/A:None] -> [N/A:None] [N/A] [None] [{}]
[2025-05-21T17:02:48.827896] [UNKNOWN] [N/A:None] -> [N/A:None] [N/A] [None] [{}]
[2025-05-21T17:02:48.914288] [UDP] [149.88.31.108:5001] -> [192.168.31.133:65127] [N/A] [683] [{}]
[2025-05-21T17:02:48.998311] [TCP] [192.168.31.133:52386] -> [142.250.183.99:443] [PA] [621] [{}]
[2025-05-21T17:02:49.084961] [TCP] [142.250.183.99:443] -> [192.168.31.133:52386] [A] [None] [{}]
[2025-05-21T17:02:49.169226] [UDP] [192.168.31.133:65127] -> [149.88.31.108:5001] [N/A] [36] [{}]
[2025-05-21T17:02:49.253418] [TCP] [142.250.183.99:443] -> [192.168.31.133:52386] [PA] [116] [{}]
[2025-05-21T17:02:49.327442] [TCP] [142.250.183.99:443] -> [192.168.31.133:52386] [PA] [73] [{}]
[2025-05-21T17:02:49.412701] [TCP] [192.168.31.133:52386] -> [142.250.183.99:443] [A] [None] [{}]
[2025-05-21T17:02:49.497547] [UDP] [192.168.31.133:65126] -> [149.34.253.59:5001] [N/A] [270] [{}]
[2025-05-21T17:02:49.582161] [TCP] [142.250.183.99:443] -> [192.168.31.133:52386] [PA] [31] [{}]
[2025-05-21T17:02:49.667721] [UDP] [192.168.31.133:65126] -> [149.34.253.59:5001] [N/A] [99] [{}]
[2025-05-21T17:02:49.752943] [TCP] [142.250.183.99:443] -> [192.168.31.133:52386] [PA] [39] [{}]
[2025-05-21T17:02:49.836838] [TCP] [192.168.31.133:52386] -> [142.250.183.99:443] [A] [None] [{}]
[2025-05-21T17:02:49.911997] [UDP] [192.168.31.133:65126] -> [149.34.253.59:5001] [N/A] [107] [{}]
[2025-05-21T17:02:49.996210] [UDP] [149.34.253.59:5001] -> [192.168.31.133:65126] [N/A] [25] [{}]
[2025-05-21T17:02:50.080907] [UDP] [149.34.253.59:5001] -> [192.168.31.133:65126] [N/A] [26] [{}]
[2025-05-21T17:02:50.167376] [UDP] [149.88.31.108:5001] -> [192.168.31.133:65127] [N/A] [99] [{}]
[2025-05-21T17:02:50.251514] [TCP] [192.168.31.133:52386] -> [142.250.183.99:443] [PA] [39] [{}]
[2025-05-21T17:02:50.336337] [TCP] [142.250.183.99:443] -> [192.168.31.133:52386] [A] [None] [{}]
[2025-05-21T17:02:50.420839] [UDP] [192.168.31.133:65127] -> [149.88.31.108:5001] [N/A] [36] [{}]
[2025-05-21T17:02:50.495592] [UDP] [192.168.31.133:63165] -> [192.168.31.1:53] [N/A] [None] [{}]
[2025-05-21T17:02:50.583723] [UDP] [192.168.31.1:53] -> [192.168.31.133:63165] [N/A] [None] [{}]
[2025-05-21T17:02:50.666149] [TCP] [192.168.31.133:52387] -> [103.243.115.105:80] [S] [None] [{}]
[2025-05-21T17:02:50.750566] [TCP] [103.243.115.105:80] -> [192.168.31.133:52387] [SA] [None] [{}]
[2025-05-21T17:02:50.834933] [TCP] [192.168.31.133:52387] -> [103.243.115.105:80] [A] [None] [{}]
[2025-05-21T17:02:50.919189] [TCP] [192.168.31.133:52387] -> [103.243.115.105:80] [PA] [111] [{}]
[2025-05-21T17:02:50.993819] [TCP] [103.243.115.105:80] -> [192.168.31.133:52387] [A] [None] [{}]
[2025-05-21T17:02:51.168569] [TCP] [103.243.115.105:80] -> [192.168.31.133:52387] [PA] [187] [{}]
[2025-05-21T17:02:51.252629] [TCP] [103.243.115.105:80] -> [192.168.31.133:52387] [FA] [None] [{}]
[2025-05-21T17:02:51.337285] [TCP] [192.168.31.133:52387] -> [103.243.115.105:80] [A] [None] [{}]
[2025-05-21T17:02:51.423503] [TCP] [192.168.31.133:52387] -> [103.243.115.105:80] [FA] [None] [{}]
[2025-05-21T17:02:51.507586] [TCP] [103.243.115.105:80] -> [192.168.31.133:52387] [A] [None] [{}]
[2025-05-21T17:02:51.592673] [UNKNOWN] [N/A:None] -> [N/A:None] [N/A] [None] [{}]
[2025-05-21T17:02:51.677799] [UNKNOWN] [N/A:None] -> [N/A:None] [N/A] [None] [{}]
[2025-05-21T17:02:51.752142] [UNKNOWN] [N/A:None] -> [N/A:None] [N/A] [None] [{}]
[2025-05-21T17:02:51.836189] [UNKNOWN] [N/A:None] -> [N/A:None] [N/A] [None] [{}]
[2025-05-21T17:02:51.911329] [UNKNOWN] [N/A:None] -> [N/A:None] [N/A] [None] [{}]
[2025-05-21T17:02:51.995229] [UNKNOWN] [N/A:None] -> [N/A:None] [N/A] [None] [{}]
[2025-05-21T17:02:52.068933] [UNKNOWN] [N/A:None] -> [N/A:None] [N/A] [None] [{}]
[2025-05-21T17:02:52.143282] [UNKNOWN] [N/A:None] -> [N/A:None] [N/A] [None] [{}]
[2025-05-21T17:03:07.854255] [UDP] [149.34.253.59:5001] -> [192.168.31.133:65126] [N/A] [21] [{}]
